word1	relation	word2
call%1:10:01::	undergoer	respondent%1:18:00::
call%1:10:01::	instrument	telephone%1:06:00::
		
camera%1:06:00::	action	photograph%2:32:00::
camera%1:06:00::	agent	photographer%1:18:00::
camera%1:06:00::	result	photograph%1:06:00::
camera%1:06:00::	result	picture%1:06:02::
camera%1:06:00::	undergoer	subject%1:06:00::
		
candle%1:06:00::	action	light%2:30:00::
candle%1:06:00::	result	light%1:19:00::
candle%1:06:00::	result	luminosity%1:07:00::
candle%1:06:00::	result	light%1:15:00::
		
cane%1:06:01::	action	support%2:35:00::
cane%1:06:01::	agent	walker%1:18:00::
cane%1:06:01::	result	support%1:04:01::
		
car%1:06:00::	action	transport%2:38:00::
car%1:06:00::	action	drive%2:38:09::
car%1:06:00::	agent	driver%1:18:00::
car%1:06:00::	theme	passenger%1:18:00::
car%1:06:00::	theme	rider%1:18:01::
		
rug%1:06:00::	action	cover%2:35:00::
rug%1:06:00::	action	insulate%2:30:01::
rug%1:06:00::	action	carpet%2:35:00::
rug%1:06:00::	undergoer	floor%1:06:00::
		
pram%1:06:00::	action	cart%1:06:01::
pram%1:06:00::	theme	baby%1:18:00::
pram%1:06:00::	beneficiary	baby%1:18:00::
		
cart%1:06:01::	action	cart%1:06:01::
cart%1:06:01::	agent	carter%1:18:00::
cart%1:06:01::	theme	good%1:06:00::
		
case%1:06:01::	action	store%2:40:00::
case%1:06:01::	action	display%2:39:00::
case%1:06:01::	theme	object%1:03:00::
case%1:06:01::	location	shop%1:06:00::
case%1:06:01::	location	museum%1:06:00::
case%1:06:01::	location	home%1:06:00::
		
cassette%1:06:00::	action	hold%2:42:13::
cassette%1:06:00::	theme	tape%1:06:04::
		
cell%1:06:04::	action	telephone%2:32:00::
cell%1:06:04::	agent	caller%1:18:01::
cell%1:06:04::	result	call%1:10:01::
		
chain%1:06:00::	action	link%2:35:00::
chain%1:06:00::	action	chain%2:35:00::
chain%1:06:00::	action	secure%2:35:01::
		
chair%1:06:00::	action	seat%2:42:00::
chair%1:06:00::	beneficiary	people%1:14:00::
		
chalk%1:06:00::	action	write%2:36:01::
chalk%1:06:00::	action	mark%2:30:00::
chalk%1:06:00::	agent	writer%1:18:01::
chalk%1:06:00::	result	writing%1:10:01::
chalk%1:06:00::	result	mark%1:10:03::
		
clock%1:06:00::	action	clock%2:30:00::
clock%1:06:00::	undergoer	time%1:03:00::
clock%1:06:00::	result	time%1:28:03::
clock%1:06:00::	beneficiary	people%1:14:00::
		
club%1:06:00::	action	club%2:35:00::
club%1:06:00::	action	beat%2:35:01::
club%1:06:00::	agent	hitter%1:18:01::
		
coffin%1:06:00::	action	coffin%2:35:00::
coffin%1:06:00::	cause	death%1:11:00::
coffin%1:06:00::	theme	corpse%1:08:00::
coffin%1:06:00::	destination	cemetery%1:15:00::
coffin%1:06:00::	destination	grave%1:06:00::
		
column%1:06:01::	location	monument%1:06:00::
		
compact%1:06:01::	action	transport%2:38:00::
compact%1:06:01::	action	drive%2:38:09::
compact%1:06:01::	agent	driver%1:18:00::
compact%1:06:01::	theme	passenger%1:18:00::
compact%1:06:01::	theme	rider%1:18:01::
		
computer%1:06:00::	action	computerize%2:36:00::
computer%1:06:00::	action	compute%2:31:00::
computer%1:06:00::	action	process%2:31:00::
computer%1:06:00::	action	work%2:41:05::
computer%1:06:00::	agent	programmer%1:18:00::
computer%1:06:00::	agent	worker%1:18:00::
computer%1:06:00::	theme	data%1:14:00::
computer%1:06:00::	theme	information%1:14:00::
computer%1:06:00::	theme	work%1:04:00::
		
counter%1:06:00::	action	support%2:35:00::
counter%1:06:00::	result	space%1:15:00::
		
cream%1:06:00::	action	moisturize%2:30:00::
cream%1:06:00::	action	soften%2:30:01::
cream%1:06:00::	action	soothe%2:29:00::
cream%1:06:00::	theme	skin%1:08:00::
cream%1:06:00::	beneficiary	skin%1:08:00::
cream%1:06:00::	beneficiary	person%1:03:00::
cream%1:06:00::	result	person%1:03:00::
		
crown%1:06:01::	action	crown%2:41:00::
crown%1:06:01::	experiencer	sovereign%1:18:00::
crown%1:06:01::	cause	sovereignty%1:26:02::
		
crutch%1:06:00::	action	support%2:35:00::
crutch%1:06:00::	action	aid%2:41:00::
crutch%1:06:00::	beneficiary	person%1:03:00::
crutch%1:06:00::	beneficiary	patient%1:18:00::
crutch%1:06:00::	beneficiary	cripple%1:18:00::
crutch%1:06:00::	cause	injury%1:26:00::
		
cup%1:06:00::	action	contain%2:42:13::
cup%1:06:00::	theme	liquid%1:27:04::
cup%1:06:00::	theme	drink%1:13:04::
		
curtain%1:06:00::	action	curtain%2:40:00::
curtain%1:06:00::	action	blind%2:30:01::
curtain%1:06:00::	action	hide%2:39:00::
curtain%1:06:00::	action	obstruct%2:39:04::
curtain%1:06:00::	action	darken%2:30:01::
curtain%1:06:00::	undergoer	window%1:06:00::
curtain%1:06:00::	result	privacy%1:07:00::
curtain%1:06:00::	result	privacy%1:26:02::
curtain%1:06:00::	result	dark%1:26:00::
		
desk%1:06:00::	action	work%2:41:05::
desk%1:06:00::	action	write%2:32:00::
		
sensor%1:06:00::	action	sense%2:39:02::
sensor%1:06:00::	action	detect%2:39:00::
sensor%1:06:00::	action	monitor%2:39:01::
sensor%1:06:00::	cause	signal%1:19:00::
sensor%1:06:00::	cause	stimulus%1:09:00::
sensor%1:06:00::	result	response%1:07:00::
		
dish%1:06:00::	action	contain%2:42:13::
dish%1:06:00::	action	serve%2:34:00::
dish%1:06:00::	theme	food%1:13:00::
dish%1:06:00::	theme	dish%1:13:00::
		
dish%1:06:01::	action	transmit%2:32:00::
dish%1:06:01::	action	receive%2:39:00::
dish%1:06:01::	action	scan%2:35:00::
dish%1:06:01::	theme	signal%1:19:00::
		
drawer%1:06:00::	action	store%2:40:02::
		
drill%1:06:00::	action	drill%2:35:00::
drill%1:06:00::	action	cut%2:35:10::
drill%1:06:00::	agent	worker%1:18:00::
drill%1:06:00::	result	hole%1:06:00::
drill%1:06:00::	result	hole%1:17:01::
		
drum%1:06:00::	action	drum%2:39:00::
drum%1:06:00::	agent	drummer%1:18:00::
drum%1:06:00::	result	drum%1:11:00::
drum%1:06:00::	result	beat%1:10:00::
drum%1:06:00::	result	music%1:10:00::
		
engine%1:06:00::	action	power%2:34:00::
engine%1:06:00::	result	power%1:19:00::
engine%1:06:00::	result	work%1:19:00::
engine%1:06:00::	cause	energy%1:19:00::
		
engine%1:06:01::	action	power%2:34:00::
engine%1:06:01::	result	power%1:19:00::
engine%1:06:01::	result	work%1:19:00::
engine%1:06:01::	result	motion%1:04:01::
engine%1:06:01::	theme	train%1:06:00::
		
envelope%1:06:01::	action	contain%2:42:13::
envelope%1:06:01::	action	protect%2:33:00::
envelope%1:06:01::	undergoer	letter%1:10:00::
		
equipment%1:06:00::	action	undertake%2:36:00::
equipment%1:06:00::	action	perform%2:36:00::
equipment%1:06:00::	result	work%1:04:00::
		
perfume%1:06:00::	action	perfume%2:39:00::
perfume%1:06:00::	action	perfume%2:29:00::
perfume%1:06:00::	theme	smell%1:09:02::
perfume%1:06:00::	result	fragrance%1:09:00::
		
smell%1:09:02::	action	connect%2:32:00::
smell%1:09:02::	theme	telephone%1:10:00::
		
fax%1:06:00::	action	fax%2:32:00::
fax%1:06:00::	action	telefax%2:32:00::
fax%1:06:00::	action	send%2:32:00::
fax%1:06:00::	action	copy%2:36:03::
fax%1:06:00::	theme	document%1:10:00::
fax%1:06:00::	result	copy%1:10:00::
		
ferry%1:06:00::	action	ferry%2:38:02::
ferry%1:06:00::	action	ferry%2:38:01::
ferry%1:06:00::	action	ferry%2:38:00::
ferry%1:06:00::	action	transport%2:38:00::
ferry%1:06:00::	theme	passenger%1:18:00::
ferry%1:06:00::	theme	cargo%1:06:00::
ferry%1:06:00::	location	water%1:17:00::
ferry%1:06:00::	agent	captain%1:18:03::
ferry%1:06:00::	result	transportation%1:04:00::
		
file%1:06:00::	action	file%2:35:00::
file%1:06:00::	action	smooth%2:35:01::
file%1:06:00::	action	shape%2:30:00::
file%1:06:00::	undergoer	surface%1:06:00::
file%1:06:00::	theme	shape%1:07:01::
file%1:06:00::	result	smoothness%1:07:00::
file%1:06:00::	result	shape%1:07:00::
		
file%1:06:01::	action	organize%2:30:00::
file%1:06:01::	action	store%2:40:02::
file%1:06:01::	action	file%2:32:00::
file%1:06:01::	undergoer	file%1:10:00::
file%1:06:01::	result	organization%1:04:01::
file%1:06:01::	result	organization%1:07:00::
		
film%1:06:01::	action	film%2:32:00::
film%1:06:01::	action	record%2:32:00::
film%1:06:01::	theme	picture%1:06:00::
film%1:06:01::	theme	photograph%1:06:00::
film%1:06:01::	result	negative%1:06:00::
film%1:06:01::	result	transparency%1:06:01::
film%1:06:01::	agent	photographer%1:18:00::
		
film%1:10:00::	action	film%2:32:00::
film%1:10:00::	action	film%2:36:00::
film%1:10:00::	action	record%2:32:00::
film%1:10:00::	theme	picture%1:06:00::
film%1:10:00::	result	film%1:10:01::
film%1:10:00::	agent	cinematographer%1:18:00::
		
filter%1:06:00::	action	filter%1:06:00::
filter%1:06:00::	action	purify%2:30:00::
filter%1:06:00::	theme	impurity%1:27:00::
filter%1:06:00::	result	filtrate%1:27:00::
		
flash%1:06:00::	instrument	camera%1:06:00::
flash%1:06:00::	agent	photographer%1:18:00::
flash%1:06:00::	action	flash%2:30:04::
flash%1:06:00::	action	light%2:30:00::
flash%1:06:00::	result	light%1:19:00::
		
furniture%1:06:00::	action	furnish%2:40:01::
furniture%1:06:00::	location	house%1:06:00::
furniture%1:06:00::	location	building%1:06:00::
		
accelerator%1:06:02::	action	accelerate%2:30:01::
accelerator%1:06:02::	agent	driver%1:18:00::
accelerator%1:06:02::	location	vehicle%1:06:00::
accelerator%1:06:02::	theme	speed%1:28:00::
accelerator%1:06:02::	theme	speed%1:07:00::
accelerator%1:06:02::	undergoer	throttle%1:06:00::
accelerator%1:06:02::	result	speed%1:07:00::
		
glass%1:06:00::	action	contain%2:42:13::
glass%1:06:00::	theme	drink%1:13:04::
glass%1:06:00::	theme	liquid%1:27:04::
glass%1:06:00::	beneficiary	drinker%1:18:01::
		
glass%1:06:02::	action	reflect%2:39:02::
glass%1:06:02::	theme	image%1:06:00::
glass%1:06:02::	result	reflection%1:06:00::
glass%1:06:02::	beneficiary	viewer%1:18:01::
		
glasses%1:06:00::	action	correct%2:29:04::
glasses%1:06:00::	theme	vision%1:09:01::
glasses%1:06:00::	beneficiary	wearer%1:18:00::
glasses%1:06:00::	beneficiary	viewer%1:18:01::
glasses%1:06:00::	result	vision%1:09:01::
		
guitar%1:06:00::	agent	guitarist%1:18:00::
guitar%1:06:00::	theme	sound%1:07:00::
guitar%1:06:00::	instrument	string%1:06:03::
guitar%1:06:00::	result	music%1:10:00::
guitar%1:06:00::	result	music%1:09:00::
guitar%1:06:00::	result	music%1:09:01::
guitar%1:06:00::	result	sound%1:07:00::
guitar%1:06:00::	cause	vibration%1:04:00::
		
gun%1:06:00::	action	shoot%2:33:01::
gun%1:06:00::	action	shoot%2:33:00::
gun%1:06:00::	action	fire%2:33:02::
gun%1:06:00::	agent	shooter%1:18:00::
gun%1:06:00::	agent	shooter%1:18:01::
gun%1:06:00::	undergoer	target%1:10:00::
gun%1:06:00::	theme	bullet%1:06:00::
gun%1:06:00::	result	shot%1:04:00::
gun%1:06:00::	result	shot%1:04:09::
		
hammer%1:06:00::	action	hammer%2:35:00::
hammer%1:06:00::	action	strike%2:35:00::
hammer%1:06:00::	result	hammering%1:04:00::
		
chopper%1:06:01::	action	fly%2:38:00::
chopper%1:06:01::	action	transport%2:38:00::
chopper%1:06:01::	action	travel%2:38:00::
chopper%1:06:01::	agent	pilot%1:18:00::
chopper%1:06:01::	theme	passenger%1:18:00::
chopper%1:06:01::	theme	cargo%1:06:00::
chopper%1:06:01::	instrument	blade%1:06:02::
		
hook%1:06:00::	action	hook%2:35:00::
hook%1:06:00::	action	hook%2:35:01::
		
horn%1:06:05::	action	sound%2:39:00::
horn%1:06:05::	action	sound%2:39:03::
horn%1:06:05::	action	honk%2:39:00::
horn%1:06:05::	result	sound%1:07:00::
horn%1:06:05::	result	sound%1:11:00::
horn%1:06:05::	result	honk%1:11:00::
horn%1:06:05::	result	noise%1:09:00::
horn%1:06:05::	agent	driver%1:18:00::
		
instrument%1:06:00::	cause	task%1:04:00::
		
instrument%1:06:01::	action	play%2:36:12::
instrument%1:06:01::	action	play%2:36:01::
instrument%1:06:01::	action	sound%2:39:03::
instrument%1:06:01::	agent	musician%1:18:01::
instrument%1:06:01::	result	music%1:10:00::
instrument%1:06:01::	result	music%1:09:01::
instrument%1:06:01::	theme	sound%1:07:00::
instrument%1:06:01::	beneficiary	listener%1:18:00::
		
jar%1:06:00::	action	jar%2:35:10::
jar%1:06:00::	action	contain%2:42:13::
jar%1:06:00::	action	preserve%2:42:01::
		
kettle%1:06:00::	action	contain%2:42:13::
kettle%1:06:00::	action	boil%2:30:02::
		
key%1:06:00::	action	unlock%2:35:00::
key%1:06:00::	action	lock%2:35:00::
key%1:06:00::	action	open%2:35:00::
key%1:06:00::	action	close%2:35:00::
key%1:06:00::	undergoer	lock%1:06:00::
		
		
knife%1:06:00::	action	cut%2:35:00::
knife%1:06:00::	action	cut%2:35:10::
knife%1:06:00::	action	stab%2:35:00::
knife%1:06:00::	agent	cutter%1:18:00::
knife%1:06:00::	result	cut%1:26:00::
knife%1:06:00::	result	cut%1:04:02::
knife%1:06:00::	result	cut%1:04:01::
		
knot%1:06:00::	action	tie%2:35:00::
knot%1:06:00::	result	fastening%1:06:00::
		
lamp%1:06:01::	action	light%2:30:00::
lamp%1:06:01::	theme	light%1:19:00::
lamp%1:06:01::	result	light%1:19:00::
lamp%1:06:01::	instrument	switch%1:06:01::
		
laser%1:06:00::	action	light%2:30:00::
laser%1:06:00::	action	cut%2:35:00::
laser%1:06:00::	action	operate%2:29:00::
laser%1:06:00::	result	light%1:19:00::
laser%1:06:00::	result	heat%1:19:00::
		
leash%1:06:00::	action	restrain%2:41:01::
leash%1:06:00::	action	lead%2:38:01::
leash%1:06:00::	undergoer	animal%1:03:00::
leash%1:06:00::	theme	movement%1:11:00::
		
leg%1:06:01::	action	support%2:35:00::
leg%1:06:01::	theme	furniture%1:06:00::
		
elevator%1:06:00::	action	lift%2:38:00::
elevator%1:06:00::	action	lift%2:35:01::
elevator%1:06:00::	action	transport%2:35:00::
elevator%1:06:00::	location	building%1:06:00::
elevator%1:06:00::	location	elevator_shaft%1:06:00::
elevator%1:06:00::	theme	passenger%1:18:00::
elevator%1:06:00::	theme	freight%1:06:00::
		
lift%1:06:01::	action	lift%2:38:00::
lift%1:06:01::	action	lift%2:35:01::
lift%1:06:01::	action	transport%2:35:00::
lift%1:06:01::	theme	passenger%1:18:00::
lift%1:06:01::	location	hill%1:17:00::
lift%1:06:01::	location	mountain%1:17:00::
		
light%1:06:00::	action	light%2:30:00::
light%1:06:00::	theme	light%1:19:00::
light%1:06:00::	result	light%1:19:00::
		
lighter%1:06:00::	action	light%2:43:00::
lighter%1:06:00::	theme	fire%1:22:00::
lighter%1:06:00::	result	combustion%1:04:00::
		
line%1:06:07::	action	transmit%2:38:00::
line%1:06:07::	action	carry%2:38:03::
line%1:06:07::	action	connect%2:32:12::
line%1:06:07::	theme	call%1:10:01::
line%1:06:07::	theme	telephone_call%1:10:00::
		
production_line%1:06:00::	action	assemble%2:36:00::
production_line%1:06:00::	action	produce%2:36:00::
production_line%1:06:00::	theme	article%1:03:00::
production_line%1:06:00::	result	product%1:06:00::
production_line%1:06:00::	agent	worker%1:18:00::
		
link%1:06:00::	action	link%2:35:00::
link%1:06:00::	action	join%2:35:01::
link%1:06:00::	result	connection%1:26:00::
		
lock%1:06:00::	action	lock%2:35:00::
lock%1:06:00::	action	close%2:35:00::
lock%1:06:00::	action	secure%2:35:01::
lock%1:06:00::	undergoer	door%1:06:00::
lock%1:06:00::	undergoer	drawer%1:06:00::
lock%1:06:00::	undergoer	container%1:06:00::
lock%1:06:00::	result	protection%1:26:00::
		
lounge%1:06:01::	action	seat%2:42:00::
lounge%1:06:01::	beneficiary	people%1:14:00::
		
mug%1:06:00::	action	hold%2:42:14::
mug%1:06:00::	theme	liquid%1:27:00::
mug%1:06:00::	theme	mouse%1:06:00::
mug%1:06:00::	action	point%2:32:00::
mug%1:06:00::	location	computer_screen%1:06:00::
		
mouse%1:06:00::	action	click%2:39:00::
mouse%1:06:00::	result	click%1:04:00::
		
missile%1:06:00::	action	fire%2:33:00::
		
missile%1:06:01::	action	fire%2:33:00::
		
missile%1:06:00::	action	launch%2:35:00::
		
missile%1:06:01::	action	launch%2:35:00::
		
missile%1:06:00::	action	strike%2:35:00::
missile%1:06:00::	theme	target%1:10:00::
missile%1:06:00::	result	destruction%1:11:00::
		
missile%1:06:01::	action	strike%2:35:00::
missile%1:06:01::	theme	target%1:10:00::
missile%1:06:01::	result	destruction%1:11:00::
		
missile%1:06:01::	action	explode%2:30:01::
		
mirror%1:06:00::	action	reflect%2:39:02::
mirror%1:06:00::	theme	image%1:06:00::
		
mirror%1:06:00::	action	reveal%2:39:00::
mirror%1:06:00::	theme	reality%1:26:01::
		
mine%1:06:00::	action	explode%2:30:01::
mine%1:06:00::	location	mine_field%1:15:00::
		
mill%1:06:01::	action	manufacture%2:36:00::
